gear_type,length,tonnage,engine_power,country,IUU Fishing,duration_hr,median_distance_km,median_speed_knots,country_encounter,start_month,start_hour,end_month,end_hour,seasons
other_fishing,23.0097836411,78.8954556593,394.867662911,Australia,1.91,2.1666666666666665,0.0691569971,0.0316280834,NA,7,23,7,2,q3
other_fishing,23.0097836411,78.8954556593,394.867662911,Australia,1.91,2.0,0.0277169429,0.02430731095,NA,8,3,8,5,q3
other_fishing,23.0097836411,78.8954556593,394.867662911,Australia,1.91,2.0,0.0414092373,0.018665962,NA,7,1,7,3,q3
other_fishing,23.0097836411,78.8954556593,394.867662911,Australia,1.91,3.8333333333333335,0.0449339594,0.029033744,NA,7,4,7,8,q3
other_fishing,23.0097836411,78.8954556593,394.867662911,Australia,1.91,26.33333333333333,0.0391917425,0.0168551989999999,NA,7,23,7,2,q3
trawlers,91.2661547386,3728.30368504,5058.43932449,Belize,1.78,9.666666666666666,0.0599725454999999,0.0105167013999999,Angola,1,14,1,0,q1
trawlers,91.2661547386,3728.30368504,5058.43932449,Belize,1.78,13.166666666666664,0.0210599103,0.02541362515,NA,8,22,8,11,q3
trawlers,91.2661547386,3728.30368504,5058.43932449,Belize,1.78,2.333333333333333,0.0372559501,0.7145009991,Guinea-Bissau,5,22,5,0,q2
trawlers,98.9241177125,4633.91899857,5994.92448673,Belize,1.78,84.33333333333333,0.0445119866,0.0382413822,NA,1,10,1,23,q1
trawlers,27.7785179047,156.438762247,723.915281163,Canada,1.97,2.5,0.3139468157,0.0016991495999999,NA,5,14,5,17,q2
trawlers,27.7785179047,156.438762247,723.915281163,Canada,1.97,2.833333333333333,0.3004539374,0.0088228268,NA,2,19,2,22,q1
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,11.0,0.0340329350999999,0.0055729996999999,NA,8,5,8,16,q3
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,15.333333333333336,0.0310386596,0.00454756185,NA,7,22,7,13,q3
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,16.333333333333332,0.1194066471,0.0052961738999999,NA,8,22,8,14,q3
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,34.833333333333336,0.03030037715,0.0066039802999999,NA,10,10,10,21,q4
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,2.6666666666666665,0.037624498,0.0024073431,NA,8,12,8,15,q3
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,7.0,0.032414177,0.0048795357,NA,6,6,6,13,q2
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,3.0,0.0290651564999999,0.0074623829999999,NA,8,21,8,0,q3
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,18.83333333333333,0.0322706087999999,0.0055258365,NA,3,0,3,18,q1
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,12.166666666666664,0.0304433323,0.0063934877499999,NA,4,0,4,13,q2
trawlers,23.5277747241,237.0,638.12323769,Canada,1.97,43.16666666666666,0.03133151665,0.00321643075,NA,4,22,4,18,q2
trawlers,34.9,515.0,1080.0,Canada,1.97,6.166666666666668,0.0398249266,0.00599219845,NA,6,17,6,23,q2
trawlers,34.9,515.0,1080.0,Canada,1.97,37.333333333333336,0.2438514889999999,0.0026066557,NA,3,5,3,18,q1
trawlers,34.9,515.0,1080.0,Canada,1.97,8.666666666666666,0.03885596205,0.0075185124,NA,8,3,8,11,q3
trawlers,34.9,515.0,1080.0,Canada,1.97,2.1666666666666665,0.0366228672,0.00340511685,NA,1,16,1,18,q1
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,3.6666666666666665,0.4672419549,0.0007780609,NA,12,14,12,18,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.333333333333333,0.1286104773,0.00140360215,NA,1,14,1,20,q1
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,77.33333333333333,0.3363592497,0.0022629576,NA,11,11,11,16,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,276.8333333333333,0.3415297043999999,0.003206795,NA,11,20,11,9,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,98.33333333333331,0.33645580535,0.0022620558,NA,4,16,4,18,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,365.83333333333326,0.34039282655,0.0051043828,NA,11,22,12,4,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,7.5,0.336968469,0.0049292865,NA,9,2,9,10,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,33.666666666666664,0.337032825,0.00319719435,NA,9,0,9,10,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,61.0,0.3359609655,0.0022349684,NA,10,19,10,8,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,176.83333333333337,0.0380506381,0.0025923102,NA,9,0,10,8,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,62.5,0.1619115773,0.0028180423,NA,11,2,11,17,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,37.66666666666666,0.336922784,0.0023892059,NA,11,2,11,15,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,31.5,0.3378140107,0.0036756718,NA,11,22,11,6,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,212.3333333333333,0.3376043097999999,0.00271054005,NA,10,20,11,17,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.833333333333332,0.3374965255,0.00427629005,NA,11,21,11,3,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,19.33333333333333,0.18358001155,0.00342436445,NA,9,20,9,16,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,123.5,0.3356533245,0.0022117242,NA,9,4,9,7,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,62.0,0.0445049475,0.00605319445,NA,11,21,11,11,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.666666666666668,0.3396784686999999,0.0030980165999999,NA,8,4,8,10,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,297.1666666666667,0.335753725,0.0030525201,NA,10,22,10,7,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,313.6666666666667,0.3374552536,0.0025413335,NA,6,21,7,23,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,291.8333333333333,0.3367299031,0.0030201302,NA,10,23,11,3,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,82.33333333333333,0.3365158827,0.0026099559,NA,10,21,10,7,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,223.0,0.337868275,0.0036826422,NA,9,20,10,3,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.166666666666667,0.34433216445,0.0022312448,NA,8,3,8,8,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,12.833333333333336,0.0312269773,0.0028601359999999,NA,6,15,6,4,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,7.833333333333332,0.0309764157,0.0022783772,NA,12,15,12,23,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,12.833333333333336,0.3365871618,0.00351046885,NA,10,20,10,9,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,6.666666666666668,0.3402031788,0.0025747729,NA,7,2,7,8,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,13.166666666666664,0.3352048101,0.00314038125,NA,9,20,9,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,11.833333333333336,0.3372946455,0.0036964272999999,NA,5,21,5,9,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,12.333333333333336,0.3357877182,0.0028881246,NA,9,21,9,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,124.83333333333331,0.3411501146,0.00224230645,NA,8,4,8,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,54.33333333333334,0.3377768111999999,0.0033337441999999,NA,10,1,10,7,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.333333333333333,0.3416930286999999,0.0016209615,NA,5,23,5,5,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,13.166666666666664,0.3369094956,0.00336720985,NA,5,20,5,9,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.5,0.3472128968,0.00253853275,NA,7,4,7,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,8.666666666666666,0.3341333037,0.0031758477,NA,11,23,11,8,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,35.5,0.3366203269,0.0035644929999999,NA,5,1,5,12,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,53.66666666666666,0.0332309468,0.0023845485,NA,8,21,8,3,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,6.166666666666668,0.3460518647999999,0.0027612156,NA,7,3,7,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,38.833333333333336,0.33534351775,0.00389613405,NA,9,18,9,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,14.5,0.405799796,0.0021897995,NA,9,2,9,16,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,175.0,0.3377863265,0.0032804738,NA,9,23,9,6,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,4.333333333333333,0.0280520784,0.0024310521,NA,7,12,7,17,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,5.166666666666667,0.3441733702,0.003037495,NA,7,4,7,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,8.333333333333334,0.0287657143,0.00206774795,NA,12,3,12,12,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,227.16666666666663,0.3353621995,0.00318923655,NA,9,21,9,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,34.333333333333336,0.3355012912,0.0030008571999999,NA,8,18,9,4,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,35.666666666666664,0.33640451715,0.00265238015,NA,11,22,11,10,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,516.0,0.33532398795,0.0028331657,NA,10,21,11,9,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,201.5,0.3382826068,0.00256184405,NA,10,22,10,7,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,9.5,0.3397216519,0.0023184064,NA,8,5,8,14,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,59.16666666666666,0.2814785177,0.0026375822,NA,10,19,10,6,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,439.83333333333326,0.33751889555,0.0026141628,NA,4,1,5,9,q2
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,36.333333333333336,0.3358492079,0.0029267622499999,NA,10,21,10,9,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,421.16666666666674,0.337709682,0.0025678132,NA,9,16,10,5,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,393.33333333333326,0.3368213146,0.0029261572999999,NA,11,1,12,10,q4
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,58.66666666666666,0.3370739572999999,0.00307343475,NA,9,22,9,9,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,119.16666666666669,0.20951771365,0.00276408675,NA,9,3,9,2,q3
trawlers,24.5165130829,180.0,707.162244181,Canada,1.97,18.5,0.3369443565,0.00314371495,NA,5,15,5,9,q2
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,2.833333333333333,0.3251980829,0.0043342556,NA,8,19,8,22,q3
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,2.333333333333333,0.298155954,0.005096245,NA,10,22,10,0,q4
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,2.1666666666666665,0.3177757762,0.00820650685,NA,5,13,5,15,q2
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,3.6666666666666665,0.3138656479,0.0094114944499999,NA,4,16,4,19,q2
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,3.5,0.3175809227,0.01003912375,NA,10,15,10,19,q4
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,2.833333333333333,0.3182115833,0.0121685375,NA,11,17,11,20,q4
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,2.1666666666666665,0.31601435655,0.0129042188999999,NA,5,12,5,14,q2
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,3.0,0.3222059381,0.0081583644,NA,10,23,10,2,q4
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,2.833333333333333,0.0720692265,0.0089258932,NA,6,19,6,22,q2
trawlers,27.9226500054,284.171794698,620.717232624,Canada,1.97,3.1666666666666665,0.3191775784,0.00890147805,NA,3,1,3,4,q1
trawlers,24.1025488621,187.027379828,645.11456587,Canada,1.97,2.0,0.0717596516,0.0009642641,NA,12,18,12,20,q4
trawlers,38.95,520.0,1525.0,Canada,1.97,2.833333333333333,0.3536792639,0.0198454172,NA,7,8,7,10,q3
trawlers,38.95,520.0,1525.0,Canada,1.97,2.833333333333333,0.0337866293,0.002622254,NA,3,21,3,0,q1
trawlers,38.95,520.0,1525.0,Canada,1.97,11.333333333333336,0.0315192902,0.0026421288,NA,11,13,11,0,q4
trawlers,28.7046197973,450.0,832.8107484110001,Canada,1.97,28.16666666666667,0.03628988905,0.00522546805,NA,2,18,2,22,q1
trawlers,28.7046197973,450.0,832.8107484110001,Canada,1.97,7.166666666666668,0.03542024725,0.0092396965,NA,3,15,3,22,q1
trawlers,28.7046197973,450.0,832.8107484110001,Canada,1.97,2.333333333333333,0.0338217476,0.00629366745,NA,3,21,3,0,q1
trawlers,28.7046197973,450.0,832.8107484110001,Canada,1.97,2.1666666666666665,0.0334792917,0.00647334335,NA,11,19,11,22,q4
trawlers,40.0,630.0,960.0,Canada,1.97,11.166666666666664,0.01792573325,0.00477700865,NA,12,22,12,9,q4
trawlers,40.0,630.0,960.0,Canada,1.97,19.166666666666668,0.17882833015,0.0049797377,NA,10,15,10,11,q4
trawlers,40.0,630.0,960.0,Canada,1.97,6.333333333333332,0.1093581028999999,0.0043224209,NA,11,18,11,1,q4
trawlers,40.0,630.0,960.0,Canada,1.97,4.833333333333333,0.13139160215,0.0804623652,NA,9,17,9,22,q3
trawlers,40.0,630.0,960.0,Canada,1.97,32.0,0.1716728316,0.0046110412,NA,9,11,9,19,q3
trawlers,40.0,630.0,960.0,Canada,1.97,19.33333333333333,0.113112943,0.00407984595,NA,12,18,12,14,q4
trawlers,40.0,630.0,960.0,Canada,1.97,11.333333333333336,0.0334427542,0.0148960716,NA,2,0,2,12,q1
trawlers,40.0,630.0,960.0,Canada,1.97,82.16666666666667,0.108017062,0.007219229,NA,11,12,11,22,q4
trawlers,40.0,630.0,960.0,Canada,1.97,7.333333333333332,0.1708220384,0.00238930695,NA,1,15,1,23,q1
trawlers,40.0,630.0,960.0,Canada,1.97,26.16666666666667,0.1061507726,0.0058260812,NA,11,12,11,14,q4
trawlers,40.0,630.0,960.0,Canada,1.97,61.83333333333334,0.1074791992,0.00347209,NA,8,23,8,13,q3
trawlers,40.0,630.0,960.0,Canada,1.97,47.83333333333334,0.0894450377999999,0.0050987058,NA,10,10,10,10,q4
trawlers,40.0,630.0,960.0,Canada,1.97,12.666666666666664,0.1379385232,0.2344937568,NA,4,1,4,13,q2
trawlers,40.0,630.0,960.0,Canada,1.97,76.0,0.15298817,0.0435411151999999,NA,4,13,4,17,q2
trawlers,40.0,630.0,960.0,Canada,1.97,24.5,0.110925132,0.0039557981,NA,7,20,7,21,q3
trawlers,40.0,630.0,960.0,Canada,1.97,25.66666666666667,0.1473192264,0.0050534635,NA,8,10,8,12,q3
trawlers,40.0,630.0,960.0,Canada,1.97,22.33333333333333,0.1204442331,0.02136593915,NA,7,19,7,18,q3
trawlers,40.0,630.0,960.0,Canada,1.97,6.333333333333332,0.145489648,0.00826342555,NA,10,12,10,18,q4
trawlers,40.0,630.0,960.0,Canada,1.97,14.5,0.1508106465,0.00297009775,NA,9,22,9,12,q3
trawlers,40.0,630.0,960.0,Canada,1.97,10.333333333333334,0.10858014285,0.0004870486,NA,6,23,6,9,q2
trawlers,40.0,630.0,960.0,Canada,1.97,26.16666666666667,0.1161247096,0.0031106922999999,NA,11,13,11,15,q4
trawlers,40.0,630.0,960.0,Canada,1.97,14.5,0.08711198575,0.0026396078499999,NA,10,19,10,10,q4
trawlers,40.0,630.0,960.0,Canada,1.97,77.33333333333333,0.104230659,0.00614066485,NA,10,11,10,16,q4
trawlers,40.0,630.0,960.0,Canada,1.97,58.16666666666666,0.1641488762,0.0039519378,NA,6,11,6,21,q2
trawlers,40.0,630.0,960.0,Canada,1.97,8.5,0.0823011823,0.0630899023,NA,6,10,6,19,q2
trawlers,40.0,630.0,960.0,Canada,1.97,163.5,0.0948468365,0.00368827345,NA,6,21,7,17,q2
trawlers,40.0,630.0,960.0,Canada,1.97,7.666666666666668,0.0996449825,0.00681163185,NA,6,11,6,19,q2
trawlers,40.0,630.0,960.0,Canada,1.97,11.5,0.1168622517,0.003344177,NA,11,20,11,7,q4
trawlers,40.0,630.0,960.0,Canada,1.97,64.83333333333333,0.1038882647,0.0042290845,NA,7,0,7,17,q3
trawlers,40.0,630.0,960.0,Canada,1.97,80.83333333333333,0.0173956288999999,0.0019501205,NA,10,1,10,10,q4
trawlers,40.0,630.0,960.0,Canada,1.97,4.0,0.1482801946,0.00936878285,NA,4,16,4,20,q2
trawlers,40.0,630.0,960.0,Canada,1.97,28.0,0.0909426659999999,0.01272539025,NA,8,10,8,14,q3
trawlers,40.0,630.0,960.0,Canada,1.97,20.5,0.0956601301,0.0031912432,NA,12,12,12,9,q4
trawlers,40.0,630.0,960.0,Canada,1.97,2.0,0.1261370025,0.0046562691,NA,7,10,7,12,q3
trawlers,40.0,630.0,960.0,Canada,1.97,28.66666666666667,0.1386660727,0.0044550984,NA,7,12,7,16,q3
trawlers,40.0,630.0,960.0,Canada,1.97,37.333333333333336,0.1457691235,0.0025548417,NA,9,21,9,11,q3
trawlers,40.0,630.0,960.0,Canada,1.97,38.0,0.27382887605,0.00356735245,NA,12,3,12,17,q4
trawlers,40.0,630.0,960.0,Canada,1.97,29.83333333333333,0.1086872511999999,0.06381679495,NA,6,11,6,17,q2
trawlers,40.0,630.0,960.0,Canada,1.97,8.666666666666666,0.0179523874,0.0023676237,NA,8,0,8,9,q3
trawlers,40.0,630.0,960.0,Canada,1.97,6.0,0.0973605402,0.00467652495,NA,9,11,9,17,q3
trawlers,40.0,630.0,960.0,Canada,1.97,77.66666666666667,0.1435377419,0.00523102905,NA,12,14,12,19,q4
trawlers,40.0,630.0,960.0,Canada,1.97,5.166666666666667,0.09123374825,0.02833019865,NA,7,11,7,16,q3
trawlers,40.0,630.0,960.0,Canada,1.97,38.0,0.1328688035,0.00294746935,NA,12,23,12,13,q4
trawlers,24.5223319156,263.0,699.8199640810001,Canada,1.97,50.0,0.02822726575,0.0099931357,NA,9,19,9,21,q3
trawlers,24.5223319156,263.0,699.8199640810001,Canada,1.97,5.833333333333332,0.0299297898,0.0071862106499999,NA,9,9,9,15,q3
trawlers,24.5223319156,263.0,699.8199640810001,Canada,1.97,11.666666666666664,0.0309304143,0.00884680865,NA,7,3,7,15,q3
trawlers,23.2241124297,147.0,631.997612112,Canada,1.97,6.666666666666668,0.110382287,0.0080684785,NA,9,1,9,8,q3
trawlers,20.2035460291,113.0,539.921019256,Canada,1.97,2.5,0.3922763135,0.00603488485,NA,7,20,7,22,q3
trawlers,20.2035460291,113.0,539.921019256,Canada,1.97,2.333333333333333,0.0426660446999999,0.0056239233,NA,10,20,10,23,q4
trawlers,20.2035460291,113.0,539.921019256,Canada,1.97,3.5,0.03228798305,0.0064371872,NA,10,3,10,7,q4
trawlers,39.1,624.0,705.0,Canada,1.97,3.5,0.0392287786,0.00387757265,NA,2,3,2,7,q1
trawlers,39.1,624.0,705.0,Canada,1.97,4.166666666666667,0.0335883349,0.009057564,NA,3,2,3,7,q1
trawlers,70.48087888890001,2003.0,5098.28371502,Canada,1.97,2.0,0.3920808846999999,0.0347530185,NA,1,16,1,18,q1
trawlers,21.563486887600003,115.0,546.873620228,Canada,1.97,63.33333333333334,0.0201506518,0.00377198355,NA,3,23,3,14,q1
trawlers,29.8651354261,125.0,754.734888093,Canada,1.97,2.5,0.3149283463,0.0060587918999999,NA,2,20,2,22,q1
trawlers,29.8651354261,125.0,754.734888093,Canada,1.97,2.0,0.2999947775,0.0133149255,NA,8,15,8,17,q3
trawlers,29.8651354261,125.0,754.734888093,Canada,1.97,6.5,0.0691819902,0.00818449755,NA,10,3,10,10,q4
trawlers,29.8651354261,125.0,754.734888093,Canada,1.97,2.333333333333333,0.3102032521,0.0091356113,NA,3,22,3,0,q1
trawlers,29.8651354261,125.0,754.734888093,Canada,1.97,2.6666666666666665,0.3135075671,0.00519329995,NA,3,22,3,1,q1
trawlers,29.8651354261,125.0,754.734888093,Canada,1.97,2.0,0.3012501867,0.0076681529,NA,6,15,6,17,q2
trawlers,25.54,213.0,448.0,Canada,1.97,23.5,0.0090342543,0.0085504952999999,NA,5,15,5,15,q2
trawlers,25.54,213.0,448.0,Canada,1.97,14.666666666666664,0.0325309681999999,0.0116031636,NA,6,23,6,14,q2
trawlers,25.54,213.0,448.0,Canada,1.97,9.833333333333334,0.0330053592,0.0078863831499999,NA,4,6,4,15,q2
trawlers,25.54,213.0,448.0,Canada,1.97,12.333333333333336,0.0334632334,0.0038663169,NA,7,23,7,11,q3
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,77.0,0.0727252541,0.00283747005,NA,9,21,9,2,q3
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,38.333333333333336,0.036701633,0.0472928973,NA,11,16,11,6,q4
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,5.666666666666668,0.03272256105,0.00321359815,NA,10,22,10,4,q4
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,59.5,0.04538985,0.0052285496,NA,8,21,8,9,q3
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,2.6666666666666665,0.0324258289999999,0.0046406794,NA,10,1,10,3,q4
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,23.83333333333333,0.0543933113,0.0028068659,NA,10,20,10,20,q4
trawlers,16.9687838855,50.8595642497,222.85758505400003,Canada,1.97,25.0,0.0683834848,0.0038336316,NA,6,18,6,19,q2
trawlers,27.52,218.0,522.2,Canada,1.97,15.5,0.0392412219,0.0024992954,NA,4,22,4,13,q2
trawlers,27.52,218.0,522.2,Canada,1.97,5.666666666666668,0.0436318667,0.0029125546,NA,4,6,4,12,q2
trawlers,27.52,218.0,522.2,Canada,1.97,5.166666666666667,0.0732328463,0.0083922489,NA,9,9,9,14,q3
trawlers,30.0934464537,74.2302019734,717.2256105439999,Canada,1.97,42.333333333333336,0.0251380118,0.003254212,NA,8,3,8,22,q3
trawlers,30.0934464537,74.2302019734,717.2256105439999,Canada,1.97,2.333333333333333,0.3530970504999999,0.0030143484,NA,1,14,1,17,q1
trawlers,29.9299041263,120.0,678.6867533459999,Canada,1.97,10.5,0.0691088216,0.0041655547999999,NA,9,20,9,7,q3
trawlers,29.9299041263,120.0,678.6867533459999,Canada,1.97,4.0,0.0842401159999999,0.0031056304,NA,9,19,9,23,q3
trawlers,26.7678955649,127.0,671.248219997,Canada,1.97,3.5,0.3138901419,0.00652236625,NA,2,21,2,1,q1
trawlers,26.7678955649,127.0,671.248219997,Canada,1.97,2.333333333333333,0.2981295505,0.0033362455,NA,10,15,10,18,q4
trawlers,26.7678955649,127.0,671.248219997,Canada,1.97,63.16666666666666,0.0318978127,0.0017177641,NA,3,23,3,14,q1
trawlers,26.7678955649,127.0,671.248219997,Canada,1.97,5.666666666666668,0.2934867838,0.0036998899,NA,8,6,8,12,q3
fixed_gear,13.6178912258,44.4928009113,466.116167567,Canada,1.97,8.666666666666666,0.0709749995,0.0034237345,NA,9,3,9,12,q3
purse_seines,21.48666227,83.8227679649,515.574819525,Canada,1.97,9.666666666666666,0.0531444523,0.0038062249,NA,9,1,9,11,q3
purse_seines,19.48,84.0,335.7,Canada,1.97,4.0,0.0601541377,0.00617294035,NA,8,4,8,8,q3
other_fishing,25.0,158.03540778200002,387.92,Canada,1.97,34.5,0.0304925872,0.0102800127,NA,3,4,3,14,q1
other_fishing,25.0,158.03540778200002,387.92,Canada,1.97,10.0,0.0288245218,0.00313390905,NA,2,4,2,14,q1
other_fishing,21.3125136392,78.30087555,373.063937447,Canada,1.97,5.333333333333333,0.05469972415,0.00668792205,NA,10,14,10,19,q4
trawlers,37.8638116227,445.155938991,1186.42664608,Chile,2.01,6.666666666666668,0.4556652674,0.0136576025499999,NA,1,7,1,14,q1
trawlers,31.8432673471,255.48299444,519.988354669,Chile,2.01,5.166666666666667,0.18963610035,0.016370117,NA,9,3,9,9,q3
trawlers,35.116389083,607.7177237000001,1204.0563226,Chile,2.01,4.5,0.0904748116,0.00959466845,NA,8,19,8,23,q3
purse_seines,46.0,799.8,1600.06,Chile,2.01,2.1666666666666665,0.1549977083,0.0334055727,NA,6,15,6,17,q2
purse_seines,46.0,799.8,1600.06,Chile,2.01,2.1666666666666665,0.0920901587,0.0040844109,NA,11,10,11,12,q4
purse_seines,46.0,799.8,1600.06,Chile,2.01,3.0,0.1829961337,0.0043695146,NA,8,1,8,4,q3
purse_seines,46.0,799.8,1600.06,Chile,2.01,2.6666666666666665,0.1732008513,0.0030681448,NA,8,8,8,11,q3
purse_seines,46.0,799.8,1600.06,Chile,2.01,3.5,0.3297213695,0.0072298903,NA,9,5,9,8,q3
purse_seines,46.0,799.8,1600.06,Chile,2.01,2.5,0.1855992673,0.00333553015,NA,7,16,7,18,q3
purse_seines,46.0,799.8,1600.06,Chile,2.01,2.0,0.1742105782,0.0055948619,NA,6,0,6,2,q2
purse_seines,47.23,1037.0,1491.2,Chile,2.01,3.0,0.2471496363,0.00842063815,NA,3,11,3,14,q1
trawlers,59.7742263559,1004.4406713,1746.52519555,China,3.93,3.1666666666666665,0.051544252,0.5663671231,NA,7,2,7,5,q3
trawlers,59.7742263559,1004.4406713,1746.52519555,China,3.93,6.166666666666668,0.0864926896,0.8164879156,NA,4,0,4,6,q2
trawlers,34.8344938023,127.473019876,347.436972452,China,3.93,62.83333333333334,0.01971521355,1.7568327665,NA,12,5,12,20,q4
trawlers,111.973333333,7765.0,5296.0,China,3.93,23.0,0.0634607769499999,1.86183543095,NA,6,2,6,1,q2
trawlers,111.973333333,7765.0,5296.0,China,3.93,27.83333333333333,0.06253151525,0.7689794162500001,NA,3,15,3,19,q1
trawlers,111.973333333,7765.0,5296.0,China,3.93,57.16666666666666,0.0506374858,1.16863545395,NA,3,18,4,3,q1
trawlers,111.973333333,7765.0,5296.0,China,3.93,23.5,0.0537092919,0.4768545025999999,NA,4,13,4,13,q2
trawlers,111.973333333,7765.0,5296.0,China,3.93,44.5,0.0666138215,1.9096988755,NA,8,20,8,17,q3
trawlers,111.973333333,7765.0,5296.0,China,3.93,16.166666666666668,0.068865471,0.6903445477,NA,4,12,4,4,q2
trawlers,111.973333333,7765.0,5296.0,China,3.93,16.166666666666668,0.0711590487,0.824656066,NA,7,20,7,12,q3
trawlers,111.973333333,7765.0,5296.0,China,3.93,66.66666666666667,0.06412558685,0.1889766287,NA,5,19,5,14,q2
trawlers,111.973333333,7765.0,5296.0,China,3.93,3.333333333333333,0.0647275109,0.8498261415999999,Brazil,8,13,8,16,q3
trawlers,111.973333333,7765.0,5296.0,China,3.93,30.66666666666667,0.0652729115,0.0259649372,NA,6,20,6,2,q2
